Timestamp: 2021-11-03 19:12:17.761657 | ProcessId: validator_4 | Action: Initial configuration | Object: {'nvalidators': 7, 'nfaulty': 2, 'nclients': 6, 'nclientops': 9, 'sleeptime': 1, 'clienttimeout': 10, 'delta': 4, 'window_size': 5, 'exclude_size': 3, 'failure_config': FailureConfig(failures=[Failure(src='_', dest='leader', msg_type=<MsgType.Vote: 4>, round=2, prob=1, fail_type=<FailType.MsgLoss: 1>, val=None, attr=None), Failure(src='_', dest='_', msg_type=<MsgType.Timeout: 3>, round=2, prob=0.25, fail_type=<FailType.MsgLoss: 1>, val=None, attr=None)], seed=637713655)} |
Timestamp: 2021-11-03 19:12:51.768750 | ProcessId: validator_4 | Action: Verified ProposalMsg signature | Object: True |
Timestamp: 2021-11-03 19:12:51.769021 | ProcessId: validator_4 | Action: Committed blocks to ledger | Object: [b'12f8a3eb97969bef0c53cc8672b45d0aeaad8d4b1ca411803002d881ad2e4fb1'] |
Timestamp: 2021-11-03 19:12:51.769450 | ProcessId: validator_4 | Event: Sent | MsgType: Response | To: client_5 | Msg: {'req_id': '5_7', 'resp_status': 'success'}
Timestamp: 2021-11-03 19:12:51.770184 | ProcessId: validator_4 | Action: Advancing to round due to QC | Object: 53 |
Timestamp: 2021-11-03 19:12:51.772896 | ProcessId: validator_4 | Event: Sent | MsgType: Vote | To: validator_4 | Msg: {'vote_info': {'id': [55, 98, 98, 55, 48, 52, 99, 102, 53, 51, 50, 53, 49, 57, 101, 57, 102, 49, 99, 49, 97, 52, 55, 52, 55, 51, 55, 102, 52, 100, 53, 99, 51, 51, 100, 101, 99, 55, 98, 49, 55, 102, 100, 57, 52, 101, 57, 55, 98, 49, 98, 100, 48, 99, 57, 57, 99, 52, 56, 54, 98, 51, 99, 50], 'round': 53, 'parent_id': [101, 50, 51, 97, 52, 102, 99, 99, 99, 51, 48, 99, 49, 50, 99, 53, 53, 53, 102, 102, 53, 98, 53, 48, 54, 57, 52, 57, 52, 50, 55, 99, 56, 49, 55, 53, 97, 52, 101, 101, 53, 54, 102, 55, 48, 98, 55, 57, 50, 57, 48, 97, 48, 48, 48, 97, 49, 51, 48, 55, 54, 102, 52, 55], 'parent_round': 52, 'exec_state_id': [51, 99, 54, 101, 99, 100, 55, 57, 99, 54, 54, 50, 97, 50, 57, 57, 54, 100, 53, 49, 99, 51, 52, 98, 100, 50, 100, 54, 100, 54, 57, 56, 49, 102, 52, 99, 53, 49, 52, 102, 51, 98, 48, 98, 51, 57, 50, 98, 50, 57, 99, 100, 51, 49, 97, 101, 56, 55, 51, 55, 53, 54, 50, 51]}, 'ledger_commit_info': {'commit_state_id': [101, 99, 102, 52, 100, 97, 50, 52, 100, 52, 102, 50, 51, 99, 100, 49, 52, 56, 49, 102, 49, 50, 99, 97, 99, 54, 50, 98, 101, 100, 53, 51, 101, 57, 102, 48, 53, 54, 101, 97, 54, 56, 48, 97, 99, 55, 49, 50, 99, 101, 54, 57, 49, 100, 50, 97, 55, 49, 56, 97, 98, 50, 57, 52], 'vote_info_hash': [99, 54, 102, 102, 48, 55, 52, 57, 52, 49, 99, 54, 99, 101, 52, 48, 100, 51, 101, 48, 49, 98, 102, 102, 98, 99, 102, 101, 99, 49, 51, 55, 50, 57, 56, 102, 50, 102, 51, 56, 56, 98, 50, 100, 50, 101, 54, 50, 101, 56, 99, 97, 50, 101, 52, 57, 49, 55, 97, 54, 51, 50, 57, 56]}, 'high_commit_qc': {'vote_info': {'id': [101, 50, 51, 97, 52, 102, 99, 99, 99, 51, 48, 99, 49, 50, 99, 53, 53, 53, 102, 102, 53, 98, 53, 48, 54, 57, 52, 57, 52, 50, 55, 99, 56, 49, 55, 53, 97, 52, 101, 101, 53, 54, 102, 55, 48, 98, 55, 57, 50, 57, 48, 97, 48, 48, 48, 97, 49, 51, 48, 55, 54, 102, 52, 55], 'round': 52, 'parent_id': [49, 50, 102, 56, 97, 51, 101, 98, 57, 55, 57, 54, 57, 98, 101, 102, 48, 99, 53, 51, 99, 99, 56, 54, 55, 50, 98, 52, 53, 100, 48, 97, 101, 97, 97, 100, 56, 100, 52, 98, 49, 99, 97, 52, 49, 49, 56, 48, 51, 48, 48, 50, 100, 56, 56, 49, 97, 100, 50, 101, 52, 102, 98, 49], 'parent_round': 51, 'exec_state_id': [101, 99, 102, 52, 100, 97, 50, 52, 100, 52, 102, 50, 51, 99, 100, 49, 52, 56, 49, 102, 49, 50, 99, 97, 99, 54, 50, 98, 101, 100, 53, 51, 101, 57, 102, 48, 53, 54, 101, 97, 54, 56, 48, 97, 99, 55, 49, 50, 99, 101, 54, 57, 49, 100, 50, 97, 55, 49, 56, 97, 98, 50, 57, 52]}, 'ledger_commit_info': {'commit_state_id': [56, 99, 57, 49, 54, 56, 53, 52, 48, 57, 52, 97, 51, 51, 52, 99, 97, 99, 56, 99, 98, 101, 102, 57, 54, 57, 50, 54, 57, 48, 56, 102, 101, 56, 97, 101, 55, 51, 52, 55, 55, 48, 101, 52, 100, 52, 48, 48, 97, 98, 101, 53, 98, 55, 54, 97, 54, 98, 53, 51, 102, 55, 50, 54], 'vote_info_hash': [50, 101, 53, 48, 99, 56, 49, 98, 98, 52, 53, 51, 55, 55, 102, 50, 54, 98, 50, 50, 55, 54, 50, 97, 52, 53, 49, 98, 99, 99, 101, 52, 49, 52, 99, 102, 97, 100, 48, 54, 101, 56, 54, 100, 50, 50, 54, 102, 49, 54, 100, 102, 97, 100, 55, 102, 100, 57, 101, 102, 52, 98, 52, 53]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 2, 'signers': [0, 1, 3, 4, 2], 'author_signature': {}}, 'sender': 4, 'signature': {}}
Timestamp: 2021-11-03 19:12:51.774231 | ProcessId: validator_4 | Event: Received | MsgType: Vote | From: validator_0 | Msg: {'vote_info': {'id': [55, 98, 98, 55, 48, 52, 99, 102, 53, 51, 50, 53, 49, 57, 101, 57, 102, 49, 99, 49, 97, 52, 55, 52, 55, 51, 55, 102, 52, 100, 53, 99, 51, 51, 100, 101, 99, 55, 98, 49, 55, 102, 100, 57, 52, 101, 57, 55, 98, 49, 98, 100, 48, 99, 57, 57, 99, 52, 56, 54, 98, 51, 99, 50], 'round': 53, 'parent_id': [101, 50, 51, 97, 52, 102, 99, 99, 99, 51, 48, 99, 49, 50, 99, 53, 53, 53, 102, 102, 53, 98, 53, 48, 54, 57, 52, 57, 52, 50, 55, 99, 56, 49, 55, 53, 97, 52, 101, 101, 53, 54, 102, 55, 48, 98, 55, 57, 50, 57, 48, 97, 48, 48, 48, 97, 49, 51, 48, 55, 54, 102, 52, 55], 'parent_round': 52, 'exec_state_id': [51, 99, 54, 101, 99, 100, 55, 57, 99, 54, 54, 50, 97, 50, 57, 57, 54, 100, 53, 49, 99, 51, 52, 98, 100, 50, 100, 54, 100, 54, 57, 56, 49, 102, 52, 99, 53, 49, 52, 102, 51, 98, 48, 98, 51, 57, 50, 98, 50, 57, 99, 100, 51, 49, 97, 101, 56, 55, 51, 55, 53, 54, 50, 51]}, 'ledger_commit_info': {'commit_state_id': [101, 99, 102, 52, 100, 97, 50, 52, 100, 52, 102, 50, 51, 99, 100, 49, 52, 56, 49, 102, 49, 50, 99, 97, 99, 54, 50, 98, 101, 100, 53, 51, 101, 57, 102, 48, 53, 54, 101, 97, 54, 56, 48, 97, 99, 55, 49, 50, 99, 101, 54, 57, 49, 100, 50, 97, 55, 49, 56, 97, 98, 50, 57, 52], 'vote_info_hash': [99, 54, 102, 102, 48, 55, 52, 57, 52, 49, 99, 54, 99, 101, 52, 48, 100, 51, 101, 48, 49, 98, 102, 102, 98, 99, 102, 101, 99, 49, 51, 55, 50, 57, 56, 102, 50, 102, 51, 56, 56, 98, 50, 100, 50, 101, 54, 50, 101, 56, 99, 97, 50, 101, 52, 57, 49, 55, 97, 54, 51, 50, 57, 56]}, 'high_commit_qc': {'vote_info': {'id': [101, 50, 51, 97, 52, 102, 99, 99, 99, 51, 48, 99, 49, 50, 99, 53, 53, 53, 102, 102, 53, 98, 53, 48, 54, 57, 52, 57, 52, 50, 55, 99, 56, 49, 55, 53, 97, 52, 101, 101, 53, 54, 102, 55, 48, 98, 55, 57, 50, 57, 48, 97, 48, 48, 48, 97, 49, 51, 48, 55, 54, 102, 52, 55], 'round': 52, 'parent_id': [49, 50, 102, 56, 97, 51, 101, 98, 57, 55, 57, 54, 57, 98, 101, 102, 48, 99, 53, 51, 99, 99, 56, 54, 55, 50, 98, 52, 53, 100, 48, 97, 101, 97, 97, 100, 56, 100, 52, 98, 49, 99, 97, 52, 49, 49, 56, 48, 51, 48, 48, 50, 100, 56, 56, 49, 97, 100, 50, 101, 52, 102, 98, 49], 'parent_round': 51, 'exec_state_id': [101, 99, 102, 52, 100, 97, 50, 52, 100, 52, 102, 50, 51, 99, 100, 49, 52, 56, 49, 102, 49, 50, 99, 97, 99, 54, 50, 98, 101, 100, 53, 51, 101, 57, 102, 48, 53, 54, 101, 97, 54, 56, 48, 97, 99, 55, 49, 50, 99, 101, 54, 57, 49, 100, 50, 97, 55, 49, 56, 97, 98, 50, 57, 52]}, 'ledger_commit_info': {'commit_state_id': [56, 99, 57, 49, 54, 56, 53, 52, 48, 57, 52, 97, 51, 51, 52, 99, 97, 99, 56, 99, 98, 101, 102, 57, 54, 57, 50, 54, 57, 48, 56, 102, 101, 56, 97, 101, 55, 51, 52, 55, 55, 48, 101, 52, 100, 52, 48, 48, 97, 98, 101, 53, 98, 55, 54, 97, 54, 98, 53, 51, 102, 55, 50, 54], 'vote_info_hash': [50, 101, 53, 48, 99, 56, 49, 98, 98, 52, 53, 51, 55, 55, 102, 50, 54, 98, 50, 50, 55, 54, 50, 97, 52, 53, 49, 98, 99, 99, 101, 52, 49, 52, 99, 102, 97, 100, 48, 54, 101, 56, 54, 100, 50, 50, 54, 102, 49, 54, 100, 102, 97, 100, 55, 102, 100, 57, 101, 102, 52, 98, 52, 53]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 2, 'signers': [0, 1, 3, 4, 2], 'author_signature': {}}, 'sender': 0, 'signature': {}}
Timestamp: 2021-11-03 19:12:51.774788 | ProcessId: validator_4 | Action: Verified VoteMsg signature | Object: True |
Timestamp: 2021-11-03 19:12:51.775780 | ProcessId: validator_4 | Event: Received | MsgType: Vote | From: validator_1 | Msg: {'vote_info': {'id': [55, 98, 98, 55, 48, 52, 99, 102, 53, 51, 50, 53, 49, 57, 101, 57, 102, 49, 99, 49, 97, 52, 55, 52, 55, 51, 55, 102, 52, 100, 53, 99, 51, 51, 100, 101, 99, 55, 98, 49, 55, 102, 100, 57, 52, 101, 57, 55, 98, 49, 98, 100, 48, 99, 57, 57, 99, 52, 56, 54, 98, 51, 99, 50], 'round': 53, 'parent_id': [101, 50, 51, 97, 52, 102, 99, 99, 99, 51, 48, 99, 49, 50, 99, 53, 53, 53, 102, 102, 53, 98, 53, 48, 54, 57, 52, 57, 52, 50, 55, 99, 56, 49, 55, 53, 97, 52, 101, 101, 53, 54, 102, 55, 48, 98, 55, 57, 50, 57, 48, 97, 48, 48, 48, 97, 49, 51, 48, 55, 54, 102, 52, 55], 'parent_round': 52, 'exec_state_id': [51, 99, 54, 101, 99, 100, 55, 57, 99, 54, 54, 50, 97, 50, 57, 57, 54, 100, 53, 49, 99, 51, 52, 98, 100, 50, 100, 54, 100, 54, 57, 56, 49, 102, 52, 99, 53, 49, 52, 102, 51, 98, 48, 98, 51, 57, 50, 98, 50, 57, 99, 100, 51, 49, 97, 101, 56, 55, 51, 55, 53, 54, 50, 51]}, 'ledger_commit_info': {'commit_state_id': [101, 99, 102, 52, 100, 97, 50, 52, 100, 52, 102, 50, 51, 99, 100, 49, 52, 56, 49, 102, 49, 50, 99, 97, 99, 54, 50, 98, 101, 100, 53, 51, 101, 57, 102, 48, 53, 54, 101, 97, 54, 56, 48, 97, 99, 55, 49, 50, 99, 101, 54, 57, 49, 100, 50, 97, 55, 49, 56, 97, 98, 50, 57, 52], 'vote_info_hash': [99, 54, 102, 102, 48, 55, 52, 57, 52, 49, 99, 54, 99, 101, 52, 48, 100, 51, 101, 48, 49, 98, 102, 102, 98, 99, 102, 101, 99, 49, 51, 55, 50, 57, 56, 102, 50, 102, 51, 56, 56, 98, 50, 100, 50, 101, 54, 50, 101, 56, 99, 97, 50, 101, 52, 57, 49, 55, 97, 54, 51, 50, 57, 56]}, 'high_commit_qc': {'vote_info': {'id': [101, 50, 51, 97, 52, 102, 99, 99, 99, 51, 48, 99, 49, 50, 99, 53, 53, 53, 102, 102, 53, 98, 53, 48, 54, 57, 52, 57, 52, 50, 55, 99, 56, 49, 55, 53, 97, 52, 101, 101, 53, 54, 102, 55, 48, 98, 55, 57, 50, 57, 48, 97, 48, 48, 48, 97, 49, 51, 48, 55, 54, 102, 52, 55], 'round': 52, 'parent_id': [49, 50, 102, 56, 97, 51, 101, 98, 57, 55, 57, 54, 57, 98, 101, 102, 48, 99, 53, 51, 99, 99, 56, 54, 55, 50, 98, 52, 53, 100, 48, 97, 101, 97, 97, 100, 56, 100, 52, 98, 49, 99, 97, 52, 49, 49, 56, 48, 51, 48, 48, 50, 100, 56, 56, 49, 97, 100, 50, 101, 52, 102, 98, 49], 'parent_round': 51, 'exec_state_id': [101, 99, 102, 52, 100, 97, 50, 52, 100, 52, 102, 50, 51, 99, 100, 49, 52, 56, 49, 102, 49, 50, 99, 97, 99, 54, 50, 98, 101, 100, 53, 51, 101, 57, 102, 48, 53, 54, 101, 97, 54, 56, 48, 97, 99, 55, 49, 50, 99, 101, 54, 57, 49, 100, 50, 97, 55, 49, 56, 97, 98, 50, 57, 52]}, 'ledger_commit_info': {'commit_state_id': [56, 99, 57, 49, 54, 56, 53, 52, 48, 57, 52, 97, 51, 51, 52, 99, 97, 99, 56, 99, 98, 101, 102, 57, 54, 57, 50, 54, 57, 48, 56, 102, 101, 56, 97, 101, 55, 51, 52, 55, 55, 48, 101, 52, 100, 52, 48, 48, 97, 98, 101, 53, 98, 55, 54, 97, 54, 98, 53, 51, 102, 55, 50, 54], 'vote_info_hash': [50, 101, 53, 48, 99, 56, 49, 98, 98, 52, 53, 51, 55, 55, 102, 50, 54, 98, 50, 50, 55, 54, 50, 97, 52, 53, 49, 98, 99, 99, 101, 52, 49, 52, 99, 102, 97, 100, 48, 54, 101, 56, 54, 100, 50, 50, 54, 102, 49, 54, 100, 102, 97, 100, 55, 102, 100, 57, 101, 102, 52, 98, 52, 53]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 2, 'signers': [0, 1, 3, 4, 2], 'author_signature': {}}, 'sender': 1, 'signature': {}}
Timestamp: 2021-11-03 19:12:51.776252 | ProcessId: validator_4 | Action: Verified VoteMsg signature | Object: True |
Timestamp: 2021-11-03 19:12:51.777258 | ProcessId: validator_4 | Event: Received | MsgType: Vote | From: validator_4 | Msg: {'vote_info': {'id': [55, 98, 98, 55, 48, 52, 99, 102, 53, 51, 50, 53, 49, 57, 101, 57, 102, 49, 99, 49, 97, 52, 55, 52, 55, 51, 55, 102, 52, 100, 53, 99, 51, 51, 100, 101, 99, 55, 98, 49, 55, 102, 100, 57, 52, 101, 57, 55, 98, 49, 98, 100, 48, 99, 57, 57, 99, 52, 56, 54, 98, 51, 99, 50], 'round': 53, 'parent_id': [101, 50, 51, 97, 52, 102, 99, 99, 99, 51, 48, 99, 49, 50, 99, 53, 53, 53, 102, 102, 53, 98, 53, 48, 54, 57, 52, 57, 52, 50, 55, 99, 56, 49, 55, 53, 97, 52, 101, 101, 53, 54, 102, 55, 48, 98, 55, 57, 50, 57, 48, 97, 48, 48, 48, 97, 49, 51, 48, 55, 54, 102, 52, 55], 'parent_round': 52, 'exec_state_id': [51, 99, 54, 101, 99, 100, 55, 57, 99, 54, 54, 50, 97, 50, 57, 57, 54, 100, 53, 49, 99, 51, 52, 98, 100, 50, 100, 54, 100, 54, 57, 56, 49, 102, 52, 99, 53, 49, 52, 102, 51, 98, 48, 98, 51, 57, 50, 98, 50, 57, 99, 100, 51, 49, 97, 101, 56, 55, 51, 55, 53, 54, 50, 51]}, 'ledger_commit_info': {'commit_state_id': [101, 99, 102, 52, 100, 97, 50, 52, 100, 52, 102, 50, 51, 99, 100, 49, 52, 56, 49, 102, 49, 50, 99, 97, 99, 54, 50, 98, 101, 100, 53, 51, 101, 57, 102, 48, 53, 54, 101, 97, 54, 56, 48, 97, 99, 55, 49, 50, 99, 101, 54, 57, 49, 100, 50, 97, 55, 49, 56, 97, 98, 50, 57, 52], 'vote_info_hash': [99, 54, 102, 102, 48, 55, 52, 57, 52, 49, 99, 54, 99, 101, 52, 48, 100, 51, 101, 48, 49, 98, 102, 102, 98, 99, 102, 101, 99, 49, 51, 55, 50, 57, 56, 102, 50, 102, 51, 56, 56, 98, 50, 100, 50, 101, 54, 50, 101, 56, 99, 97, 50, 101, 52, 57, 49, 55, 97, 54, 51, 50, 57, 56]}, 'high_commit_qc': {'vote_info': {'id': [101, 50, 51, 97, 52, 102, 99, 99, 99, 51, 48, 99, 49, 50, 99, 53, 53, 53, 102, 102, 53, 98, 53, 48, 54, 57, 52, 57, 52, 50, 55, 99, 56, 49, 55, 53, 97, 52, 101, 101, 53, 54, 102, 55, 48, 98, 55, 57, 50, 57, 48, 97, 48, 48, 48, 97, 49, 51, 48, 55, 54, 102, 52, 55], 'round': 52, 'parent_id': [49, 50, 102, 56, 97, 51, 101, 98, 57, 55, 57, 54, 57, 98, 101, 102, 48, 99, 53, 51, 99, 99, 56, 54, 55, 50, 98, 52, 53, 100, 48, 97, 101, 97, 97, 100, 56, 100, 52, 98, 49, 99, 97, 52, 49, 49, 56, 48, 51, 48, 48, 50, 100, 56, 56, 49, 97, 100, 50, 101, 52, 102, 98, 49], 'parent_round': 51, 'exec_state_id': [101, 99, 102, 52, 100, 97, 50, 52, 100, 52, 102, 50, 51, 99, 100, 49, 52, 56, 49, 102, 49, 50, 99, 97, 99, 54, 50, 98, 101, 100, 53, 51, 101, 57, 102, 48, 53, 54, 101, 97, 54, 56, 48, 97, 99, 55, 49, 50, 99, 101, 54, 57, 49, 100, 50, 97, 55, 49, 56, 97, 98, 50, 57, 52]}, 'ledger_commit_info': {'commit_state_id': [56, 99, 57, 49, 54, 56, 53, 52, 48, 57, 52, 97, 51, 51, 52, 99, 97, 99, 56, 99, 98, 101, 102, 57, 54, 57, 50, 54, 57, 48, 56, 102, 101, 56, 97, 101, 55, 51, 52, 55, 55, 48, 101, 52, 100, 52, 48, 48, 97, 98, 101, 53, 98, 55, 54, 97, 54, 98, 53, 51, 102, 55, 50, 54], 'vote_info_hash': [50, 101, 53, 48, 99, 56, 49, 98, 98, 52, 53, 51, 55, 55, 102, 50, 54, 98, 50, 50, 55, 54, 50, 97, 52, 53, 49, 98, 99, 99, 101, 52, 49, 52, 99, 102, 97, 100, 48, 54, 101, 56, 54, 100, 50, 50, 54, 102, 49, 54, 100, 102, 97, 100, 55, 102, 100, 57, 101, 102, 52, 98, 52, 53]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 2, 'signers': [0, 1, 3, 4, 2], 'author_signature': {}}, 'sender': 4, 'signature': {}}
Timestamp: 2021-11-03 19:12:51.777742 | ProcessId: validator_4 | Action: Verified VoteMsg signature | Object: True |
Timestamp: 2021-11-03 19:12:51.778685 | ProcessId: validator_4 | Event: Received | MsgType: Vote | From: validator_3 | Msg: {'vote_info': {'id': [55, 98, 98, 55, 48, 52, 99, 102, 53, 51, 50, 53, 49, 57, 101, 57, 102, 49, 99, 49, 97, 52, 55, 52, 55, 51, 55, 102, 52, 100, 53, 99, 51, 51, 100, 101, 99, 55, 98, 49, 55, 102, 100, 57, 52, 101, 57, 55, 98, 49, 98, 100, 48, 99, 57, 57, 99, 52, 56, 54, 98, 51, 99, 50], 'round': 53, 'parent_id': [101, 50, 51, 97, 52, 102, 99, 99, 99, 51, 48, 99, 49, 50, 99, 53, 53, 53, 102, 102, 53, 98, 53, 48, 54, 57, 52, 57, 52, 50, 55, 99, 56, 49, 55, 53, 97, 52, 101, 101, 53, 54, 102, 55, 48, 98, 55, 57, 50, 57, 48, 97, 48, 48, 48, 97, 49, 51, 48, 55, 54, 102, 52, 55], 'parent_round': 52, 'exec_state_id': [51, 99, 54, 101, 99, 100, 55, 57, 99, 54, 54, 50, 97, 50, 57, 57, 54, 100, 53, 49, 99, 51, 52, 98, 100, 50, 100, 54, 100, 54, 57, 56, 49, 102, 52, 99, 53, 49, 52, 102, 51, 98, 48, 98, 51, 57, 50, 98, 50, 57, 99, 100, 51, 49, 97, 101, 56, 55, 51, 55, 53, 54, 50, 51]}, 'ledger_commit_info': {'commit_state_id': [101, 99, 102, 52, 100, 97, 50, 52, 100, 52, 102, 50, 51, 99, 100, 49, 52, 56, 49, 102, 49, 50, 99, 97, 99, 54, 50, 98, 101, 100, 53, 51, 101, 57, 102, 48, 53, 54, 101, 97, 54, 56, 48, 97, 99, 55, 49, 50, 99, 101, 54, 57, 49, 100, 50, 97, 55, 49, 56, 97, 98, 50, 57, 52], 'vote_info_hash': [99, 54, 102, 102, 48, 55, 52, 57, 52, 49, 99, 54, 99, 101, 52, 48, 100, 51, 101, 48, 49, 98, 102, 102, 98, 99, 102, 101, 99, 49, 51, 55, 50, 57, 56, 102, 50, 102, 51, 56, 56, 98, 50, 100, 50, 101, 54, 50, 101, 56, 99, 97, 50, 101, 52, 57, 49, 55, 97, 54, 51, 50, 57, 56]}, 'high_commit_qc': {'vote_info': {'id': [101, 50, 51, 97, 52, 102, 99, 99, 99, 51, 48, 99, 49, 50, 99, 53, 53, 53, 102, 102, 53, 98, 53, 48, 54, 57, 52, 57, 52, 50, 55, 99, 56, 49, 55, 53, 97, 52, 101, 101, 53, 54, 102, 55, 48, 98, 55, 57, 50, 57, 48, 97, 48, 48, 48, 97, 49, 51, 48, 55, 54, 102, 52, 55], 'round': 52, 'parent_id': [49, 50, 102, 56, 97, 51, 101, 98, 57, 55, 57, 54, 57, 98, 101, 102, 48, 99, 53, 51, 99, 99, 56, 54, 55, 50, 98, 52, 53, 100, 48, 97, 101, 97, 97, 100, 56, 100, 52, 98, 49, 99, 97, 52, 49, 49, 56, 48, 51, 48, 48, 50, 100, 56, 56, 49, 97, 100, 50, 101, 52, 102, 98, 49], 'parent_round': 51, 'exec_state_id': [101, 99, 102, 52, 100, 97, 50, 52, 100, 52, 102, 50, 51, 99, 100, 49, 52, 56, 49, 102, 49, 50, 99, 97, 99, 54, 50, 98, 101, 100, 53, 51, 101, 57, 102, 48, 53, 54, 101, 97, 54, 56, 48, 97, 99, 55, 49, 50, 99, 101, 54, 57, 49, 100, 50, 97, 55, 49, 56, 97, 98, 50, 57, 52]}, 'ledger_commit_info': {'commit_state_id': [56, 99, 57, 49, 54, 56, 53, 52, 48, 57, 52, 97, 51, 51, 52, 99, 97, 99, 56, 99, 98, 101, 102, 57, 54, 57, 50, 54, 57, 48, 56, 102, 101, 56, 97, 101, 55, 51, 52, 55, 55, 48, 101, 52, 100, 52, 48, 48, 97, 98, 101, 53, 98, 55, 54, 97, 54, 98, 53, 51, 102, 55, 50, 54], 'vote_info_hash': [50, 101, 53, 48, 99, 56, 49, 98, 98, 52, 53, 51, 55, 55, 102, 50, 54, 98, 50, 50, 55, 54, 50, 97, 52, 53, 49, 98, 99, 99, 101, 52, 49, 52, 99, 102, 97, 100, 48, 54, 101, 56, 54, 100, 50, 50, 54, 102, 49, 54, 100, 102, 97, 100, 55, 102, 100, 57, 101, 102, 52, 98, 52, 53]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 2, 'signers': [0, 1, 3, 4, 2], 'author_signature': {}}, 'sender': 3, 'signature': {}}
Timestamp: 2021-11-03 19:12:51.779165 | ProcessId: validator_4 | Action: Verified VoteMsg signature | Object: True |
